Acedamic percentage in Operating Systems,percentage in Algorithms,Percentage in Programming Concepts,Percentage in Software Engineering,Percentage in Computer Networks,Percentage in Electronics Subjects,Percentage in Computer Architecture,Percentage in Mathematics,Percentage in Communication skills,Hours working per day,Logical quotient rating,hackathons,coding skills rating,public speaking points,can work long time before system?,self-learning capability?,Suggested Job Role
79,56,69,57,97,91,87,73,67,7,7,0,5,7,no,yes,Network Engineer
77,60,66,62,90,75,77,69,62,9,7,2,5,6,yes,no,Network Engineer
82,89,83,87,83,59,88,84,67,10,7,5,7,5,yes,no,Software Engineer
90,79,79,83,83,64,75,76,81,9,9,1,8,6,yes,yes,DevOps Engineer
86,77,84,65,86,69,85,84,79,7,9,4,7,6,yes,no,Cybersecurity Analyst
60,72,80,87,70,39,67,73,72,6,6,3,9,7,no,yes,Web Developer
97,89,79,67,89,83,82,77,66,7,8,3,8,5,no,yes,Cybersecurity Analyst
57,68,51,75,62,45,50,89,84,7,7,0,5,9,no,yes,Business Analyst
81,78,95,78,64,63,69,77,69,6,9,3,7,5,yes,yes,Software Engineer
69,58,67,73,64,56,64,77,90,8,7,0,3,9,yes,yes,Business Analyst
65,70,90,74,81,44,75,72,71,8,6,4,9,7,yes,yes,Web Developer
77,90,92,92,74,60,88,94,72,6,7,6,7,4,yes,yes,Software Engineer
80,75,68,86,87,64,82,72,77,8,7,0,6,7,yes,yes,Systems Analyst
82,65,89,88,91,66,88,76,83,11,7,1,8,6,yes,yes,DevOps Engineer
91,85,88,78,95,77,82,73,81,9,8,1,7,7,no,yes,Cybersecurity Analyst
73,86,81,79,75,46,60,71,75,9,7,3,8,6,yes,yes,Mobile App Developer
86,71,63,70,93,78,73,84,70,8,8,0,6,5,no,yes,Network Engineer
85,74,68,63,89,71,70,75,77,9,7,0,5,6,yes,no,Network Engineer
92,75,87,83,83,60,97,72,79,10,8,3,7,7,yes,no,Cloud Architect
61,79,88,74,70,40,76,72,78,7,7,5,9,6,yes,yes,Web Developer
87,70,85,88,76,64,78,60,65,10,8,4,8,7,no,yes,Mobile App Developer
68,80,71,83,67,64,66,74,77,9,7,2,6,7,yes,yes,Quality Assurance Engineer
75,85,82,86,75,64,81,76,86,9,8,1,6,7,no,yes,Systems Analyst
73,62,66,82,61,48,66,73,93,9,7,2,6,9,yes,yes,Project Manager
67,77,77,83,77,44,70,66,86,8,8,1,7,7,yes,no,Quality Assurance Engineer
91,87,82,83,77,72,88,79,71,10,7,0,7,6,no,no,Systems Analyst
55,55,61,71,48,37,50,85,92,9,7,1,4,8,yes,yes,Business Analyst
78,87,74,76,81,73,87,70,83,9,8,1,7,6,no,yes,Systems Analyst
74,86,89,77,66,51,67,79,76,8,7,5,7,6,yes,yes,Mobile App Developer
70,74,88,87,77,51,66,74,67,6,7,5,9,7,no,no,Mobile App Developer
78,75,70,84,73,63,86,83,75,7,8,1,6,7,yes,no,Systems Analyst
67,66,48,74,55,53,49,75,92,8,8,1,3,9,yes,no,Business Analyst
70,70,82,73,82,45,59,69,82,7,8,3,8,5,no,yes,Web Developer
76,66,61,58,97,90,76,60,72,8,7,1,6,5,no,yes,Network Engineer
93,67,76,87,84,69,87,75,78,9,9,4,7,6,yes,yes,DevOps Engineer
51,72,68,68,54,52,48,77,81,9,8,0,3,8,yes,no,Business Analyst
81,81,84,78,79,56,88,79,80,7,8,2,6,6,yes,no,Systems Analyst
81,87,91,78,64,46,61,60,76,7,8,2,8,7,yes,yes,Mobile App Developer
67,81,76,67,67,53,79,86,79,7,9,1,7,6,no,yes,Data Scientist
88,85,85,76,72,63,72,90,78,9,8,6,9,5,yes,yes,Machine Learning Engineer
89,68,72,84,89,55,88,65,81,12,7,4,9,7,yes,yes,DevOps Engineer
91,75,87,89,80,54,73,90,68,7,7,6,8,4,yes,yes,Software Engineer
87,93,91,79,78,52,67,89,83,9,8,2,9,7,yes,yes,Machine Learning Engineer
65,66,76,91,61,56,66,70,75,7,8,1,6,7,no,yes,Quality Assurance Engineer
90,70,52,67,93,77,81,82,67,7,6,0,4,6,yes,yes,Network Engineer
91,70,83,80,73,71,86,71,81,7,8,2,6,7,no,yes,Systems Analyst
70,75,97,89,76,50,85,94,81,8,9,2,7,4,yes,no,Software Engineer
52,74,45,79,52,53,45,74,93,8,7,0,3,8,yes,yes,Business Analyst
77,71,79,81,81,40,89,83,79,8,8,0,6,4,no,no,Database Administrator
94,67,80,80,77,68,85,74,82,11,8,2,9,6,yes,yes,DevOps Engineer
69,83,80,78,71,58,68,96,80,7,8,1,9,5,yes,no,Data Scientist
72,87,93,92,63,57,69,94,75,6,7,7,9,4,yes,yes,Software Engineer
86,77,86,79,89,74,96,71,70,9,8,3,8,7,yes,yes,Cloud Architect
56,69,60,76,61,47,61,53,82,9,6,3,5,8,no,yes,UI/UX Designer
81,87,80,65,92,61,86,77,66,11,9,4,7,5,yes,no,Cybersecurity Analyst
78,83,75,82,62,41,68,89,71,9,8,1,7,7,yes,yes,Data Scientist
79,73,70,86,77,62,74,83,78,7,8,1,7,6,yes,yes,Quality Assurance Engineer
73,73,82,78,82,53,89,75,69,7,7,0,7,5,yes,yes,Database Administrator
88,70,83,82,90,74,96,71,86,10,9,1,8,8,yes,no,Cloud Architect
89,81,88,75,67,46,82,77,60,8,7,2,8,6,no,yes,Software Engineer
90,58,73,55,92,73,89,77,65,9,8,0,6,7,yes,yes,Network Engineer
72,87,82,85,64,56,78,89,73,9,8,4,9,6,yes,no,Machine Learning Engineer
80,72,82,73,79,45,65,55,81,8,7,4,7,7,no,yes,Web Developer
90,71,85,78,84,56,90,74,83,11,9,2,8,8,yes,yes,Cloud Architect
85,70,52,74,93,72,70,80,74,7,6,1,4,6,yes,yes,Network Engineer
88,85,85,76,80,59,91,74,78,7,8,1,7,8,yes,yes,Cloud Architect
91,86,87,73,85,80,85,86,72,9,9,2,8,5,no,yes,Cybersecurity Analyst
84,68,73,80,94,65,87,81,74,8,8,3,9,6,yes,yes,DevOps Engineer
81,86,84,81,63,45,77,89,74,8,9,5,7,5,yes,yes,Software Engineer
66,76,78,81,72,60,63,65,86,8,8,3,6,7,yes,no,Quality Assurance Engineer
97,79,75,81,91,50,82,71,83,11,9,2,8,8,yes,yes,DevOps Engineer
88,76,72,82,77,56,93,79,87,8,8,0,7,6,yes,yes,Systems Analyst
66,90,83,71,71,56,76,86,75,8,8,2,7,5,no,yes,Data Scientist
70,80,95,86,77,58,69,84,78,8,8,3,9,7,yes,no,Mobile App Developer
65,75,81,86,65,56,59,63,82,9,8,5,8,5,no,yes,Web Developer
84,80,67,72,76,63,79,89,66,9,7,0,6,4,no,no,Database Administrator
69,62,50,87,67,40,59,77,95,9,8,1,5,9,yes,yes,Project Manager
92,67,78,87,76,52,83,75,71,9,7,1,7,6,yes,yes,DevOps Engineer
80,76,73,85,79,46,91,67,75,12,7,1,7,8,no,yes,DevOps Engineer
69,62,56,83,61,61,61,77,89,8,8,1,6,9,yes,yes,Project Manager
72,79,77,80,78,59,62,72,83,9,7,4,9,5,yes,yes,Web Developer
83,72,76,73,76,52,76,71,74,9,7,0,8,5,yes,yes,Database Administrator
84,90,79,79,54,51,64,85,86,10,9,4,9,7,yes,yes,Data Scientist
86,83,83,84,83,52,93,78,75,11,8,3,7,7,no,yes,Cloud Architect
64,81,80,71,68,56,65,62,76,9,8,4,7,6,yes,no,Web Developer
92,89,93,85,71,65,77,77,77,6,7,5,9,7,yes,yes,Software Engineer
89,82,88,81,60,42,77,94,76,6,7,7,7,5,no,yes,Software Engineer
84,63,69,61,81,91,76,67,66,7,8,0,5,6,yes,no,Network Engineer
70,93,78,70,68,45,61,86,82,7,8,3,7,7,no,yes,Data Scientist
81,78,69,84,65,49,70,70,79,7,8,3,6,6,yes,yes,Quality Assurance Engineer
97,75,76,76,94,71,80,73,83,7,8,1,8,6,yes,no,Cybersecurity Analyst
61,45,74,79,51,43,57,62,88,9,7,1,6,8,yes,yes,UI/UX Designer
85,87,75,83,79,57,82,77,75,10,7,1,7,6,yes,yes,Systems Analyst
51,56,59,64,45,38,61,61,90,9,6,1,6,7,no,yes,UI/UX Designer
65,56,60,79,60,40,57,81,86,7,7,1,4,8,no,yes,Business Analyst
92,56,53,72,86,82,84,84,60,9,7,0,4,7,yes,yes,Network Engineer
86,81,81,80,84,56,87,83,74,9,8,2,7,6,yes,yes,Systems Analyst
77,81,82,66,53,64,74,88,82,10,9,4,7,7,yes,yes,Data Scientist
61,66,60,71,62,47,59,85,83,9,7,0,4,8,yes,no,Business Analyst
81,83,78,77,90,74,88,84,82,8,8,4,8,6,yes,yes,Cybersecurity Analyst
87,78,85,86,79,68,83,61,81,12,8,2,7,6,yes,yes,DevOps Engineer
69,80,80,79,79,42,64,74,83,10,8,4,7,5,yes,yes,Mobile App Developer
54,64,50,73,50,48,56,81,87,7,8,1,4,9,no,yes,Business Analyst
86,59,72,70,92,82,86,66,67,7,8,2,5,5,yes,yes,Network Engineer
65,81,90,72,68,44,59,75,74,9,7,5,7,7,yes,no,Web Developer
89,71,69,85,77,67,90,86,84,7,7,2,6,6,yes,yes,Systems Analyst
82,65,84,84,74,50,63,79,85,7,8,3,6,6,yes,yes,Quality Assurance Engineer
66,83,83,91,72,43,62,71,72,7,8,3,7,6,yes,yes,Mobile App Developer
79,71,68,91,63,58,64,80,72,8,7,2,6,6,yes,yes,Quality Assurance Engineer
88,80,86,83,96,63,85,80,68,7,9,2,7,6,no,yes,Cybersecurity Analyst
75,83,82,75,74,63,92,78,67,10,8,0,8,5,yes,yes,Database Administrator
81,89,73,70,87,66,75,72,68,8,9,1,7,6,yes,yes,Cybersecurity Analyst
76,94,83,71,51,48,69,86,88,9,8,2,8,6,yes,yes,Data Scientist
80,82,86,90,66,53,73,71,65,6,8,5,7,7,yes,yes,Mobile App Developer
85,90,94,89,66,53,78,92,80,10,9,3,9,7,yes,yes,Machine Learning Engineer
93,85,75,76,82,54,88,78,75,9,9,1,8,6,no,yes,Cloud Architect
70,69,86,86,70,35,59,79,78,6,7,3,7,6,yes,yes,Web Developer
94,58,60,71,86,83,80,81,68,9,6,2,5,7,yes,no,Network Engineer
74,65,79,77,79,62,71,83,85,8,8,2,7,7,yes,yes,Quality Assurance Engineer
84,71,84,79,77,67,94,71,81,10,8,0,6,6,yes,yes,Systems Analyst
78,75,94,72,72,48,55,68,66,6,8,4,9,5,no,yes,Web Developer
93,60,62,65,92,82,89,74,72,8,8,2,5,6,no,yes,Network Engineer
84,75,80,77,80,57,94,85,70,9,8,0,6,4,no,no,Database Administrator
66,67,90,87,80,57,61,58,72,6,6,1,7,5,yes,no,Web Developer
70,85,70,72,66,41,87,78,75,9,7,2,6,6,yes,yes,Database Administrator
82,88,84,67,85,83,86,72,78,9,8,3,8,6,no,no,Cybersecurity Analyst
75,97,89,73,72,58,68,87,78,10,9,2,9,7,yes,yes,Data Scientist
73,85,88,78,61,53,62,77,70,8,7,3,7,5,no,yes,Mobile App Developer
74,75,77,71,79,54,87,83,66,8,7,1,8,6,yes,yes,Database Administrator
83,84,81,83,77,41,70,84,86,6,8,3,6,7,yes,yes,Quality Assurance Engineer
67,62,63,80,60,63,55,61,92,7,8,2,6,8,no,yes,Project Manager
66,71,81,87,68,52,74,77,86,9,7,1,7,7,no,yes,Quality Assurance Engineer
83,87,70,85,82,57,89,84,74,10,8,2,7,6,no,yes,Cloud Architect
91,82,65,76,87,58,92,70,73,8,8,0,6,6,yes,yes,Systems Analyst
72,65,79,86,74,62,74,73,85,7,8,3,6,6,yes,yes,Quality Assurance Engineer
84,84,81,81,72,59,86,76,85,7,7,2,6,7,yes,yes,Systems Analyst
79,84,84,80,73,43,59,55,81,7,7,5,7,5,yes,yes,Web Developer
57,61,49,62,59,51,67,82,94,8,7,1,4,8,yes,yes,Business Analyst
92,63,55,65,85,75,82,70,73,8,8,2,4,7,yes,no,Network Engineer
71,78,76,89,60,64,62,79,73,8,8,2,6,6,no,yes,Quality Assurance Engineer
75,85,88,90,74,59,66,88,67,10,8,2,8,5,yes,yes,Machine Learning Engineer
67,83,94,84,73,54,64,66,84,7,6,1,7,6,no,yes,Web Developer
57,65,67,72,69,50,65,79,90,9,8,0,6,8,no,yes,Project Manager
81,93,84,86,76,68,81,79,84,6,9,5,8,7,yes,yes,Software Engineer
86,86,96,84,81,40,86,93,77,7,8,6,9,6,yes,yes,Software Engineer
62,67,57,75,69,49,71,60,86,7,7,0,6,8,yes,yes,Project Manager
77,78,86,90,78,46,65,77,83,8,7,5,7,6,yes,yes,Mobile App Developer
70,66,84,80,84,50,73,77,75,7,7,4,7,7,yes,yes,Web Developer
62,66,68,68,47,45,54,70,80,9,8,0,4,8,no,no,Business Analyst
86,74,80,77,94,54,84,73,81,9,8,4,8,7,yes,yes,DevOps Engineer
74,72,95,84,68,59,78,73,66,10,8,6,7,7,yes,yes,Mobile App Developer
93,84,80,77,96,68,73,76,66,11,8,1,7,6,yes,yes,Cybersecurity Analyst
84,83,86,74,71,46,62,91,83,8,9,4,8,7,no,yes,Data Scientist
85,84,91,77,73,54,61,78,76,6,8,5,9,5,no,yes,Mobile App Developer
67,89,93,67,71,54,60,91,81,7,9,1,9,6,yes,yes,Data Scientist
84,97,88,81,79,67,84,91,75,8,9,3,9,7,yes,yes,Machine Learning Engineer
79,96,81,80,75,46,74,89,73,10,9,3,9,5,yes,yes,Machine Learning Engineer
97,77,72,76,95,80,75,75,72,8,9,1,8,6,yes,yes,Cybersecurity Analyst
82,79,71,85,87,59,92,81,70,8,8,1,7,7,yes,no,Cloud Architect
55,66,60,67,57,52,53,66,79,8,7,3,5,8,yes,yes,UI/UX Designer
97,78,77,77,94,61,77,75,80,8,8,2,7,7,yes,yes,Cybersecurity Analyst
68,76,95,90,62,46,83,81,70,7,8,4,7,5,no,yes,Mobile App Developer
87,80,85,87,94,59,75,81,72,11,8,3,7,7,no,yes,DevOps Engineer
64,67,63,63,49,43,62,59,90,7,6,4,5,7,yes,yes,UI/UX Designer
87,96,91,83,65,61,80,91,74,8,8,4,8,5,yes,yes,Machine Learning Engineer
68,70,86,75,68,42,71,78,79,7,8,6,9,7,yes,yes,Mobile App Developer
78,89,94,84,72,58,71,86,79,10,8,6,9,6,no,yes,Software Engineer
54,72,53,75,51,59,69,79,84,8,7,0,5,9,yes,yes,Business Analyst
69,59,60,84,72,52,58,76,83,10,7,2,5,9,yes,yes,Project Manager
63,79,93,78,75,42,55,77,72,6,7,3,9,5,no,yes,Web Developer
81,70,95,89,78,40,64,74,67,6,8,5,9,6,yes,yes,Mobile App Developer
72,56,64,83,72,48,68,64,90,10,7,0,6,8,yes,yes,Project Manager
82,72,87,79,72,38,69,55,75,8,6,3,8,6,no,yes,Web Developer
95,67,78,78,79,55,83,62,75,10,7,1,9,8,yes,yes,DevOps Engineer
79,72,73,72,75,51,86,72,66,8,8,2,8,4,yes,no,Database Administrator
95,76,74,82,87,81,86,85,70,9,8,2,8,6,yes,yes,Cybersecurity Analyst
85,87,82,89,64,52,78,71,69,7,8,2,9,5,yes,yes,Mobile App Developer
83,94,90,77,76,69,76,93,80,10,9,5,8,6,yes,no,Software Engineer
66,59,65,74,66,63,74,68,86,7,7,2,6,8,yes,no,Project Manager
76,79,94,84,65,59,68,59,75,9,7,3,7,6,no,yes,Web Developer
78,91,95,75,76,52,76,89,79,12,9,3,8,7,yes,yes,Machine Learning Engineer
88,93,92,79,76,63,74,94,73,8,9,6,9,6,yes,yes,Machine Learning Engineer
86,86,76,84,81,65,88,83,82,8,7,2,6,7,no,yes,Systems Analyst
75,70,79,82,80,68,92,82,81,8,7,1,7,7,no,yes,Systems Analyst
68,78,84,83,79,50,70,66,74,9,7,6,9,7,yes,no,Mobile App Developer
64,45,60,74,50,52,50,73,77,6,6,4,5,8,no,yes,UI/UX Designer
84,65,73,78,77,53,86,69,71,10,8,2,8,7,yes,yes,DevOps Engineer
66,95,76,74,51,55,75,87,76,10,9,3,8,7,yes,yes,Data Scientist
93,82,72,69,90,81,77,75,70,10,8,2,8,7,yes,yes,Cybersecurity Analyst
86,85,92,87,78,60,73,97,70,12,9,4,8,6,yes,yes,Machine Learning Engineer
70,91,79,66,65,44,74,96,73,9,9,3,8,6,yes,yes,Data Scientist
58,64,63,69,56,48,52,85,80,9,8,1,4,8,yes,yes,Business Analyst
55,74,53,70,64,41,69,62,88,7,7,0,6,9,no,yes,Project Manager
80,80,83,83,69,56,71,65,83,8,7,6,7,6,yes,no,Mobile App Developer
83,87,70,73,74,57,86,85,66,8,8,0,8,6,yes,yes,Database Administrator
84,56,55,62,90,94,81,68,61,10,7,2,4,6,yes,yes,Network Engineer
85,92,91,88,73,55,76,95,65,8,9,3,9,5,yes,yes,Machine Learning Engineer
71,77,81,85,69,64,60,78,74,7,8,1,6,7,yes,yes,Quality Assurance Engineer
87,80,72,71,79,48,93,89,67,7,7,0,8,6,yes,no,Database Administrator
77,87,88,72,63,46,71,95,80,7,9,4,7,5,no,yes,Data Scientist
79,71,84,82,70,41,68,70,70,8,8,2,6,6,no,no,Quality Assurance Engineer
81,70,82,89,69,47,71,84,79,8,7,2,8,5,yes,yes,Mobile App Developer
79,57,64,58,94,83,89,78,72,8,6,0,6,7,no,yes,Network Engineer
92,86,84,79,65,69,73,71,80,9,9,5,8,5,yes,no,Software Engineer
68,84,65,86,70,58,74,74,70,9,7,2,6,6,yes,yes,Quality Assurance Engineer
80,83,81,72,94,76,79,76,83,7,9,1,8,7,no,yes,Cybersecurity Analyst
65,86,89,65,61,46,74,89,88,10,8,1,7,5,yes,yes,Data Scientist
82,55,62,63,89,84,74,81,75,7,7,0,5,7,yes,no,Network Engineer
90,84,69,87,76,70,86,85,82,7,7,0,7,6,yes,yes,Systems Analyst
92,58,54,63,96,72,85,64,75,10,8,2,5,7,yes,no,Network Engineer
79,87,72,75,86,56,82,85,87,8,8,2,7,6,yes,yes,Systems Analyst
97,73,83,91,88,48,79,80,86,12,7,2,9,7,yes,yes,DevOps Engineer
80,87,86,78,85,65,76,70,79,10,8,2,8,6,yes,yes,Cybersecurity Analyst
72,66,79,80,64,61,62,75,80,9,7,1,6,6,no,yes,Quality Assurance Engineer
78,66,82,79,72,52,73,76,82,9,8,1,7,6,yes,no,Quality Assurance Engineer
79,64,70,64,86,84,76,74,62,9,7,0,6,7,yes,yes,Network Engineer
83,85,84,75,68,54,75,76,71,8,7,1,7,5,yes,no,Database Administrator
65,83,88,65,63,55,73,97,89,9,8,1,8,5,no,yes,Data Scientist
72,69,87,75,69,43,70,56,65,9,8,3,9,6,no,yes,Web Developer
87,71,76,74,84,46,90,89,60,7,7,2,6,4,yes,yes,Database Administrator
94,82,71,88,83,56,89,78,78,8,8,3,8,7,yes,yes,Cloud Architect
52,65,47,77,63,48,68,80,87,9,8,0,4,9,yes,yes,Business Analyst
78,80,82,76,79,71,93,82,83,8,7,1,6,7,yes,yes,Systems Analyst
69,57,60,66,56,49,52,86,80,6,7,0,4,9,yes,yes,Business Analyst
53,55,66,64,54,59,56,70,83,6,7,2,6,8,no,yes,UI/UX Designer
86,79,95,84,69,58,69,65,81,10,8,4,9,7,yes,yes,Mobile App Developer
88,76,70,79,73,62,85,72,73,7,7,2,7,6,yes,no,Systems Analyst
84,80,88,82,91,70,74,78,67,10,9,4,7,5,yes,yes,Cybersecurity Analyst
80,79,75,80,92,59,96,70,75,7,9,3,7,7,yes,yes,Cloud Architect
71,76,79,80,66,46,78,80,61,7,8,2,6,4,no,no,Database Administrator
68,81,89,66,53,45,66,94,88,9,9,2,7,7,yes,no,Data Scientist
85,85,80,80,92,74,94,78,83,8,9,1,7,7,no,yes,Cloud Architect
85,86,83,86,70,54,67,91,70,12,9,4,9,7,yes,yes,Machine Learning Engineer
67,88,91,77,65,43,83,72,77,8,7,6,7,5,yes,yes,Mobile App Developer
75,73,53,56,93,71,84,71,64,10,6,2,4,6,yes,no,Network Engineer
78,85,83,87,73,55,87,79,79,8,8,0,8,6,yes,yes,Database Administrator
80,94,90,82,76,47,83,93,72,12,9,5,8,6,yes,yes,Machine Learning Engineer
81,73,82,75,77,60,74,67,65,9,8,5,7,7,yes,yes,Mobile App Developer
65,67,68,87,62,54,72,75,73,7,7,1,6,6,yes,no,Quality Assurance Engineer
74,85,73,79,82,56,92,76,63,8,7,2,8,5,yes,yes,Database Administrator
60,71,91,72,84,54,75,57,67,6,8,3,8,6,yes,yes,Web Developer
97,89,71,78,89,69,85,76,72,8,8,4,7,7,yes,yes,Cybersecurity Analyst
68,73,94,84,65,63,71,79,80,8,8,2,8,7,yes,yes,Mobile App Developer
77,72,66,81,70,56,73,77,84,7,8,1,6,6,no,yes,Quality Assurance Engineer
91,81,85,75,76,68,75,91,77,10,7,2,7,4,yes,yes,Software Engineer
93,79,91,91,82,52,87,94,62,6,8,2,7,5,yes,yes,Software Engineer
77,70,84,85,82,59,84,85,81,7,8,2,6,7,yes,yes,Systems Analyst
82,75,71,88,77,46,69,72,83,7,7,2,7,6,yes,yes,Quality Assurance Engineer
83,91,87,89,73,57,84,76,62,10,7,5,8,6,yes,yes,Software Engineer
54,59,52,79,59,51,63,82,94,7,8,0,4,8,yes,yes,Business Analyst
84,86,78,84,97,84,87,89,73,10,8,3,8,5,yes,yes,Cybersecurity Analyst
62,70,69,84,61,56,66,77,93,9,8,2,4,9,yes,yes,Project Manager
75,74,69,82,78,62,82,87,84,10,7,0,7,7,yes,yes,Systems Analyst
73,96,92,80,75,57,84,92,84,12,9,6,9,7,yes,yes,Machine Learning Engineer
93,85,74,81,92,64,85,84,74,9,8,3,7,7,yes,yes,Cloud Architect
74,87,90,81,54,43,77,92,88,10,9,3,8,5,no,no,Data Scientist
91,68,84,83,81,54,87,67,81,10,8,2,8,6,yes,yes,DevOps Engineer
82,70,92,75,68,46,73,56,81,8,8,5,8,6,yes,no,Web Developer
57,57,69,79,64,47,54,71,80,7,7,1,5,7,yes,yes,UI/UX Designer
90,84,76,87,88,52,94,77,72,11,9,3,8,6,yes,yes,Cloud Architect
75,68,84,85,69,61,72,72,82,6,8,1,6,6,yes,yes,Quality Assurance Engineer
56,74,50,68,64,38,49,88,89,7,7,0,3,8,no,yes,Business Analyst
83,85,92,82,72,66,73,90,82,9,8,4,8,6,no,yes,Machine Learning Engineer
87,68,76,89,78,63,83,80,82,11,8,2,8,8,yes,yes,DevOps Engineer
79,75,84,88,72,49,77,63,72,8,7,3,7,5,yes,yes,Mobile App Developer
77,76,93,87,81,40,79,69,67,7,8,5,7,6,yes,no,Web Developer
79,66,77,81,76,47,77,79,84,6,8,1,6,6,no,yes,Quality Assurance Engineer
79,87,76,73,81,54,80,85,76,9,8,0,7,5,yes,yes,Database Administrator
72,81,94,76,76,46,72,60,70,10,7,3,9,6,no,no,Mobile App Developer
57,65,56,67,52,38,68,72,92,7,6,1,7,7,yes,yes,UI/UX Designer
81,65,65,79,71,45,65,81,82,9,8,3,7,6,yes,yes,Quality Assurance Engineer
80,71,87,89,83,72,87,69,80,7,8,1,7,6,yes,yes,Cloud Architect
86,87,75,83,92,55,86,81,81,9,8,1,7,7,no,yes,Cloud Architect
82,88,85,91,76,61,78,88,72,9,9,6,9,6,yes,yes,Machine Learning Engineer
93,76,81,77,94,64,89,72,83,11,9,3,7,7,yes,no,Cloud Architect
93,65,60,67,90,87,84,60,66,9,8,0,5,7,yes,yes,Network Engineer
82,78,82,77,79,47,61,59,81,9,6,5,9,6,yes,no,Web Developer
79,68,68,89,65,62,64,76,76,8,7,3,6,7,yes,yes,Quality Assurance Engineer
84,73,89,74,77,48,74,69,80,8,6,1,9,5,no,yes,Web Developer
70,56,67,70,72,47,65,74,95,7,7,1,5,9,yes,no,Project Manager
87,85,77,76,87,60,81,75,84,8,8,2,6,7,yes,yes,Systems Analyst
75,85,82,82,61,49,79,97,80,8,8,4,8,5,yes,yes,Machine Learning Engineer
76,83,88,82,70,43,66,69,83,6,8,5,8,6,yes,no,Mobile App Developer
60,56,66,73,66,58,56,61,93,9,8,1,6,8,yes,yes,Project Manager
94,78,71,82,86,84,84,88,79,8,9,2,8,7,yes,yes,Cybersecurity Analyst
80,75,73,82,78,66,81,75,73,7,7,1,6,7,yes,yes,Systems Analyst
51,54,69,65,46,58,66,50,75,9,7,4,5,8,no,yes,UI/UX Designer
86,77,86,85,94,58,85,75,75,7,9,2,8,7,yes,yes,Cloud Architect
66,85,91,83,62,61,80,63,66,7,8,4,8,6,yes,yes,Mobile App Developer
77,77,73,91,77,58,72,76,77,9,7,3,6,7,yes,no,Quality Assurance Engineer
79,96,91,80,67,48,77,88,65,12,9,2,9,7,yes,yes,Machine Learning Engineer
72,68,81,80,68,49,55,77,67,7,7,2,7,5,yes,yes,Web Developer
96,84,70,80,94,74,86,89,77,7,8,4,7,6,yes,yes,Cybersecurity Analyst
62,70,89,79,73,35,70,60,73,8,8,4,8,5,yes,yes,Web Developer
86,75,73,77,91,70,87,78,72,10,9,2,8,8,yes,yes,Cloud Architect
86,91,85,86,73,45,78,91,69,8,8,6,9,5,no,yes,Machine Learning Engineer
64,56,61,65,57,42,55,84,92,7,8,0,3,9,yes,yes,Business Analyst
66,82,81,82,52,49,66,93,86,9,8,4,8,7,no,no,Data Scientist
75,86,91,94,70,65,87,94,66,11,7,2,7,6,no,yes,Software Engineer
69,71,68,85,68,43,68,76,85,6,8,1,7,7,yes,yes,Quality Assurance Engineer
84,87,86,68,54,52,74,93,85,8,9,2,7,7,yes,yes,Data Scientist
81,74,73,77,80,53,87,82,64,10,8,2,7,4,yes,no,Database Administrator
91,70,78,78,78,71,82,82,81,10,8,1,6,6,yes,yes,Systems Analyst
81,96,75,72,68,45,62,95,74,11,8,2,7,7,no,yes,Data Scientist
67,55,66,62,62,58,55,56,75,7,7,1,7,8,yes,yes,UI/UX Designer
82,91,95,91,57,53,69,93,68,8,9,6,8,5,yes,yes,Machine Learning Engineer
87,84,94,83,70,60,84,84,81,10,7,4,9,5,yes,yes,Mobile App Developer
94,83,86,77,90,58,86,71,80,8,7,1,7,8,yes,yes,DevOps Engineer
68,85,85,65,73,62,74,95,80,7,8,2,7,7,yes,yes,Data Scientist
82,82,92,86,76,61,71,72,76,8,8,6,8,7,no,yes,Mobile App Developer
67,88,81,76,66,47,78,81,79,7,8,6,7,6,yes,yes,Mobile App Developer
71,56,66,78,66,43,67,63,86,8,7,0,6,8,yes,yes,Project Manager
71,90,94,80,53,45,62,93,79,9,9,2,9,5,yes,yes,Data Scientist
77,83,80,87,69,64,60,60,79,9,8,5,7,7,yes,yes,Mobile App Developer
85,84,73,77,86,71,82,78,86,9,8,2,6,6,no,yes,Systems Analyst
80,72,81,70,79,48,89,72,78,7,8,0,6,4,yes,yes,Database Administrator
63,65,93,79,79,56,73,70,68,7,7,1,7,5,yes,yes,Web Developer
81,75,77,75,94,59,88,74,80,11,8,1,7,8,yes,yes,Cloud Architect
50,45,64,77,59,36,66,57,83,6,6,4,7,7,no,yes,UI/UX Designer
56,56,53,72,71,53,56,75,90,7,7,0,4,8,yes,yes,Project Manager
73,74,72,85,67,63,86,77,72,10,8,1,6,6,yes,no,Database Administrator
77,93,78,77,57,62,78,96,87,8,8,2,7,5,yes,yes,Data Scientist
85,72,80,85,79,56,80,79,87,10,8,2,7,6,yes,yes,Systems Analyst
80,58,70,55,86,93,78,67,64,10,8,1,6,5,yes,yes,Network Engineer
66,82,86,80,70,63,60,89,72,10,9,1,9,7,no,yes,Data Scientist
86,73,79,84,90,51,79,82,72,9,9,3,7,6,yes,yes,DevOps Engineer
85,70,81,75,90,68,79,68,79,12,9,4,7,6,yes,yes,DevOps Engineer
62,73,53,74,50,42,68,83,84,6,8,0,3,9,yes,no,Business Analyst
88,84,79,75,92,68,96,73,84,7,8,1,7,6,no,yes,Cloud Architect
